feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,gender,age_group
0.676957755772867,-1.768488206247987,-2.6183470650121468,0.3868367239064734,2.1711776027227803,1.108985382265711,-1.1592231247001075,-1.4852211888997042,1,Female,36-45
0.4194787631360032,0.7166272083058451,-0.0975528463144234,-2.630836513369956,0.38514658113628597,0.6574557624544072,1.9699291317283856,-2.3655403797411534,1,Male,46+
1.1222520052289722,1.5953159204589704,-0.8326784436650561,1.5621575254253957,-3.015750827003734,2.691979953078651,0.17085530243285674,0.23104952356459338,1,Female,26-35
1.3678786861475758,1.089202586866893,2.7350556823607146,-2.4002330589043277,-2.1699892834532637,0.34070664631181424,1.4497583577571602,0.27813716868030924,1,Male,18-25
1.0635988695649077,1.6310614194203024,-0.9663319425479426,-1.4433436086204297,3.559759602975532,0.19486008131307517,-1.0543083526062929,-5.274971437498398,0,Female,36-45
2.2621807954595896,2.9360823353513306,3.70788805875242,-2.474098988635129,-2.8565584552336105,1.348285932011134,3.007104736179103,-0.3556910609688674,1,Female,26-35
-2.2316860761437787,-0.5005122018328656,-1.1891896734367786,0.04255214842636512,-2.675745333283308,-1.3058526697684798,-2.6191956124936175,1.1462661045575324,0,Male,36-45
,0.9230806336239312,-2.562011513329833,-1.9737393525825606,-0.548820847537352,2.652200045318366,-0.6962245120733889,-4.170001535619762,0,Female,46+
0.44595394584681636,2.7637058501442384,-1.3133866170402522,-1.9883949493648996,1.2820014476910555,0.9657962353397929,0.3460763803734581,-5.300978242452353,0,Male,26-35
-0.22130385058153812,0.8884676341749367,0.23491804437670172,-0.9925369226961208,0.8254988603665565,-0.1538471239851563,1.438030159693785,-1.3349071492689533,1,Male,18-25
-0.8896773821786541,0.07930253605212889,0.04702851768360672,0.19289336163415038,4.201716692900222,-2.5522077504055343,-2.144954730970114,-2.0866267413667803,1,Male,26-35
-3.043202443093571,0.06151655195344019,-1.4825845448717032,-2.0071182878188476,-1.3408226173675788,-2.0632041365244604,-1.5656972609857096,-1.1010408169067647,0,Male,26-35
0.4151352856758984,-0.6585158005738316,-1.238977334638468,2.020618325548897,0.3842500117932598,0.2961234414016089,-2.9447995344536837,0.19393843943400682,0,Male,36-45
-0.4021332317537475,-2.543333308340989,1.442739657369689,-0.1086690680323984,-2.7015490416594914,-0.9205270608721909,-0.5322104269368082,4.4742313429266884,0,Female,18-25
0.4821560858806436,-1.0210463306412603,0.7690116783059138,-0.7419222066348408,1.9916473887629276,-0.5138640106456019,0.9021997516625485,-0.02333518071426976,1,Female,26-35
-1.1113306329643944,-0.14709191341498062,1.2620485723428414,-1.292933248574319,0.022245749764549405,-1.7887333492105695,0.3796556126197773,0.5415411325848667,1,Male,26-35
2.770481908018292,-1.6853829924073993,0.5681422691377094,-0.07603207378661836,3.2347705684858004,1.1220999742919502,0.48259420061612646,-0.5191440683212989,1,Female,26-35
2.4972339551487392,2.7455999713624686,3.0194051400727204,-4.083938289967435,-1.8824937592367137,1.6528808765551024,3.5556531106702804,-2.1626731277951845,1,Male,26-35
