feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target,category,binary
2.635788787441773,-6.259406555636188,1.3353426607742855,-0.1886644695197217,1.4321288665371767,0.6230951789845993,-1.6252890648369784,-3.286777022236605,0.18185376835722122,-0.005082641174664948,2,B,1
0.3576207045997959,3.5565339559270632,-1.9567246421687425,-0.8807268228309071,0.6328758420688814,-0.6390787960688686,2.9951703392052402,1.2473167885148597,2.4117970657136922,-1.73504800224745,1,B,0
1.8536922203648474,-3.72321061110009,0.3075881040119306,1.6555352182121355,1.9934306817139915,0.8192041308055609,-1.3301460729591943,-1.354408859548365,1.1971891939197399,-1.4988685688053491,1,C,1
,0.49316495105484587,0.21631764056878544,-4.616391254192226,-3.9991499488477897,-3.8868702969599442,1.1776970403536282,0.9253268729241844,-2.4614942611979354,1.8009376156756014,1,C,1
-2.089758479145265,2.7125417933123575,-4.125210302114567,2.3376573620834815,3.37016737715683,-4.097353728402166,4.401355455819942,3.2258299350258364,1.0078677258510074,-0.0946964143336515,2,A,0
0.43227977716107713,4.144011609137293,3.4424198455442676,-7.966358906639761,-2.345048044265748,2.1052836500005503,-2.890684337017846,1.1503130045244814,2.1741130966473476,3.9423472506953736,2,A,0
0.12000028081971892,-2.0954019235020613,-0.2589861747048924,3.395927927476324,1.7021354318361803,1.654454003308926,-0.4341023781691553,-1.8441454977636211,-0.30824985480216105,-0.5015791212068984,1,C,0
-3.051171188657537,0.8385208652907098,-2.671550031545623,8.192361449245828,3.9584256940496463,-0.11328062297265451,0.27670667228973367,1.713133928561871,2.2351639708957065,-4.323515275203478,1,A,1
-0.15278811581722584,-0.6390680250390439,1.6870504228244358,-1.2525921468692385,-2.067679503341913,0.2138739556330138,-1.7697106765248027,-0.2779088537598551,0.0335819161109443,-1.256166758007271,0,C,1
1.0320879614088108,1.042121383406658,-1.9890288734029264,4.358228569121151,1.676922276237105,1.6451766529155978,1.3829680052994173,0.4622889157938497,-0.45531058746041353,-1.4491676911832172,1,C,0
-0.5550922705640713,2.031353027727539,1.8838254060147306,0.7842049339327558,0.5522853318929873,0.5366994409664072,0.06258474738866437,2.3936962525287355,-1.597247609815473,0.05273777630689058,0,C,1
0.7034932486781929,1.2323270092020036,-1.5651293127240904,1.0217424437788436,-3.763595826069433,-1.1620053310715568,-0.6012544936978603,2.8043652136568067,-3.822825573549203,0.4582620234936592,1,B,0
2.9147147781444858,-0.16243093838930184,-0.5220450056286917,1.1520048932740838,-1.0300624674396193,0.6895578181200681,0.7140704829242226,0.9095094007364976,-2.538400185629988,-0.668232466534012,1,B,0
0.12965934090490538,6.252575799338871,2.0906384509206215,-4.304909286655348,0.6160872908964301,1.3518930373156426,0.42574489229356804,3.7255467401018802,0.44971185259790447,3.674654783403812,0,B,0
2.650685132107717,1.2823502789623191,-0.4010060007556384,-2.981016472765405,0.6570182354556222,0.11727967530368355,3.5885914227768785,-1.1634778449953278,3.424717798001909,-3.492893154249494,1,B,1
-1.2859342711972546,1.262266919493322,0.13176642857171572,2.86022796669176,1.121600931645141,1.4709892977001209,2.0391041058577066,-0.9383351906769922,-1.7041583059305951,-0.132921543821638,0,B,0
,5.160347700927137,-1.7642558912956239,0.6285471589689414,-3.9353315891362173,-0.738916698603016,1.3099751529530677,2.312292854082888,-1.9927630160964764,-0.5749122051361527,1,B,0
-3.7219963214526905,1.35292422453273,-2.4680276930241143,1.1960762871518897,4.048762174629579,-2.4278827642546057,1.0419826875539169,0.9886889431076785,4.17380411735442,0.5874170465275611,2,A,0
0.24239495448432136,1.9810220445111912,-0.41105093246544677,2.2352762189812725,0.7838617785271567,3.2752890532617958,2.1878374875964943,-2.006731119027596,-0.8558678258873377,-0.07911966952999416,0,B,1
2.0806712524270456,-3.072380163727834,1.25819748699789,-1.4340204050884053,0.33719368180840936,1.220607930581726,-2.8094921518048173,-1.2758295481798054,0.8881464337982061,1.1033728081428693,2,A,1
0.923458585432406,0.6879032863130247,0.7873781067915554,-3.9448875803472516,-1.8784926367620174,0.035697930841831704,-1.850123925531547,0.7013508964286066,0.3665909693016539,2.3771127250116866,2,B,1
-1.384771141015259,0.018028685303582474,-0.037611802437262476,-1.4939918313260678,-0.8243450591857293,-1.5288631488934046,0.3921836654226658,-0.19950681631234124,-0.49903319848763583,1.3397900178637947,0,C,1
3.7881021351968136,-2.150708680858682,-1.141140184920478,-0.9263124777696854,-1.1307783754183476,0.13253701508128646,-2.496482051617624,0.9844610919761474,-0.5250221963050163,1.4636426757795986,2,C,0
-1.2194390069374945,-0.9526280037210519,0.11868575997992115,5.876457476879352,3.4567784130792507,-0.38604954016808724,0.06563630738741466,1.842383492589362,0.5274591579534299,-4.129562875491382,1,A,0
-0.10965063167690159,6.193680172644877,-2.5642745324169924,4.670631996041568,1.4178041233755057,5.517740626477056,4.879514615957348,-1.9371204419110986,-1.6450899465417583,0.7346710918019179,0,A,0
,,0.4429891574523863,-2.4282450441639263,0.12671090678382968,1.0599722181394604,-3.469324689302992,-1.4676816109611726,3.574455755563537,2.9675957947055065,2,A,0
1.723862719661322,0.04029071619326065,1.1224013515999451,0.6933457739613803,0.8534123563757683,1.1297709244714815,1.9918735124936964,-0.2579770427487095,-1.6885843013652937,-0.875692418038579,0,A,0
2.077551006271134,1.9174752799135757,-0.28349995190385346,-4.480432822445673,-1.8433945408996624,0.4832523682088409,0.3154140761563482,-0.11658989794123409,1.976714968668773,0.30374123571890776,2,B,0
